QD,year,title,text,source
2016 Q3,16',$65 Million Renovation,LIRR approved $65 million renovation contract for Jamaica Station which includes new platform and additional passenger service tracks.,https://qns.com/story/2017/07/20/cuomo-announces-375m-plan-lirr-jamaica-station-port-washington-line-upgrades/
2017 Q3,17',$375 Million of Upgrades,Governor announces plans $375 million in upgrades for Jamaica Station, which directly services Penn Station & Atlantic Terminal Stations.,https://qns.com/story/2017/07/20/cuomo-announces-375m-plan-lirr-jamaica-station-port-washington-line-upgrades/
